"age_buckets","gender","wa_county","return_method"
"35-44","female","Stevens","dropbox"
"35-44","female","Stevens","mail"
"35-44","female","Stevens","other"
"35-44","female","Thurston","dropbox"
"35-44","female","Thurston","mail"
"35-44","female","Thurston","other"
"35-44","female","Wahkiakum","dropbox"
"35-44","female","Wahkiakum","mail"
"35-44","female","Wahkiakum","other"
"35-44","female","Walla Walla","dropbox"
"35-44","female","Walla Walla","mail"
"35-44","female","Walla Walla","other"
"35-44","female","Whatcom","dropbox"
"35-44","female","Whatcom","mail"
"35-44","female","Whatcom","other"
"35-44","female","Whitman","dropbox"
"35-44","female","Whitman","mail"
"35-44","female","Whitman","other"
"35-44","female","Yakima","dropbox"
"35-44","female","Yakima","mail"
"35-44","female","Yakima","other"
"35-44","male","Adams","dropbox"
"35-44","male","Adams","mail"
"35-44","male","Adams","other"
"35-44","male","Asotin","dropbox"
"35-44","male","Asotin","mail"
"35-44","male","Asotin","other"
"35-44","male","Benton","dropbox"
"35-44","male","Benton","mail"
"35-44","male","Benton","other"
"35-44","male","Chelan","dropbox"
"35-44","male","Chelan","mail"
"35-44","male","Chelan","other"
"35-44","male","Clallam","dropbox"
"35-44","male","Clallam","mail"
"35-44","male","Clallam","other"
"35-44","male","Clark","dropbox"
"35-44","male","Clark","mail"
"35-44","male","Clark","other"
"35-44","male","Columbia","dropbox"
"35-44","male","Columbia","mail"
"35-44","male","Columbia","other"
"35-44","male","Cowlitz","dropbox"
"35-44","male","Cowlitz","mail"
"35-44","male","Cowlitz","other"
"35-44","male","Douglas","dropbox"
"35-44","male","Douglas","mail"
"35-44","male","Douglas","other"
"35-44","male","Ferry","dropbox"
"35-44","male","Ferry","mail"
"35-44","male","Ferry","other"
"35-44","male","Franklin","dropbox"
"35-44","male","Franklin","mail"
"35-44","male","Franklin","other"
"35-44","male","Garfield","dropbox"
"35-44","male","Garfield","mail"
"35-44","male","Garfield","other"
"35-44","male","Grant","dropbox"
"35-44","male","Grant","mail"
"35-44","male","Grant","other"
"35-44","male","Grays Harbor","dropbox"
"35-44","male","Grays Harbor","mail"
"35-44","male","Grays Harbor","other"
"35-44","male","Island","dropbox"
"35-44","male","Island","mail"
"35-44","male","Island","other"
"35-44","male","Jefferson","dropbox"
"35-44","male","Jefferson","mail"
"35-44","male","Jefferson","other"
"35-44","male","King","dropbox"
"35-44","male","King","mail"
"35-44","male","King","other"
"35-44","male","Kitsap","dropbox"
"35-44","male","Kitsap","mail"
"35-44","male","Kitsap","other"
"35-44","male","Kittitas","dropbox"
"35-44","male","Kittitas","mail"
"35-44","male","Kittitas","other"
"35-44","male","Klickitat","dropbox"
"35-44","male","Klickitat","mail"
"35-44","male","Klickitat","other"
"35-44","male","Lewis","dropbox"
"35-44","male","Lewis","mail"
"35-44","male","Lewis","other"
"35-44","male","Lincoln","dropbox"
"35-44","male","Lincoln","mail"
"35-44","male","Lincoln","other"
"35-44","male","Mason","dropbox"
"35-44","male","Mason","mail"
"35-44","male","Mason","other"
"35-44","male","Okanogan","dropbox"
"35-44","male","Okanogan","mail"
"35-44","male","Okanogan","other"
"35-44","male","Pacific","dropbox"
"35-44","male","Pacific","mail"
"35-44","male","Pacific","other"
"35-44","male","Pend Oreille","dropbox"
"35-44","male","Pend Oreille","mail"
"35-44","male","Pend Oreille","other"
"35-44","male","Pierce","dropbox"
"35-44","male","Pierce","mail"
"35-44","male","Pierce","other"
"35-44","male","San Juan","dropbox"
"35-44","male","San Juan","mail"
"35-44","male","San Juan","other"
"35-44","male","Skagit","dropbox"
"35-44","male","Skagit","mail"
"35-44","male","Skagit","other"
"35-44","male","Skamania","dropbox"
"35-44","male","Skamania","mail"
"35-44","male","Skamania","other"
"35-44","male","Snohomish","dropbox"
"35-44","male","Snohomish","mail"
"35-44","male","Snohomish","other"
"35-44","male","Spokane","dropbox"
"35-44","male","Spokane","mail"
"35-44","male","Spokane","other"
"35-44","male","Stevens","dropbox"
"35-44","male","Stevens","mail"
"35-44","male","Stevens","other"
"35-44","male","Thurston","dropbox"
"35-44","male","Thurston","mail"
"35-44","male","Thurston","other"
"35-44","male","Wahkiakum","dropbox"
"35-44","male","Wahkiakum","mail"
"35-44","male","Wahkiakum","other"
"35-44","male","Walla Walla","dropbox"
"35-44","male","Walla Walla","mail"
"35-44","male","Walla Walla","other"
"35-44","male","Whatcom","dropbox"
"35-44","male","Whatcom","mail"
"35-44","male","Whatcom","other"
"35-44","male","Whitman","dropbox"
"35-44","male","Whitman","mail"
"35-44","male","Whitman","other"
"35-44","male","Yakima","dropbox"
"35-44","male","Yakima","mail"
"35-44","male","Yakima","other"
"35-44","unspecified","Adams","dropbox"
"35-44","unspecified","Adams","mail"
"35-44","unspecified","Adams","other"
"35-44","unspecified","Asotin","dropbox"
"35-44","unspecified","Asotin","mail"
"35-44","unspecified","Asotin","other"
"35-44","unspecified","Benton","dropbox"
"35-44","unspecified","Benton","mail"
"35-44","unspecified","Benton","other"
"35-44","unspecified","Chelan","dropbox"
"35-44","unspecified","Chelan","mail"
"35-44","unspecified","Chelan","other"
"35-44","unspecified","Clallam","dropbox"
"35-44","unspecified","Clallam","mail"
"35-44","unspecified","Clallam","other"
"35-44","unspecified","Clark","dropbox"
"35-44","unspecified","Clark","mail"
"35-44","unspecified","Clark","other"
"35-44","unspecified","Columbia","dropbox"
"35-44","unspecified","Columbia","mail"
"35-44","unspecified","Columbia","other"
"35-44","unspecified","Cowlitz","dropbox"
"35-44","unspecified","Cowlitz","mail"
"35-44","unspecified","Cowlitz","other"
"35-44","unspecified","Douglas","dropbox"
"35-44","unspecified","Douglas","mail"
"35-44","unspecified","Douglas","other"
"35-44","unspecified","Ferry","dropbox"
"35-44","unspecified","Ferry","mail"
"35-44","unspecified","Ferry","other"
"35-44","unspecified","Franklin","dropbox"
"35-44","unspecified","Franklin","mail"
"35-44","unspecified","Franklin","other"
"35-44","unspecified","Garfield","dropbox"
"35-44","unspecified","Garfield","mail"
"35-44","unspecified","Garfield","other"
"35-44","unspecified","Grant","dropbox"
"35-44","unspecified","Grant","mail"
"35-44","unspecified","Grant","other"
"35-44","unspecified","Grays Harbor","dropbox"
"35-44","unspecified","Grays Harbor","mail"
"35-44","unspecified","Grays Harbor","other"
"35-44","unspecified","Island","dropbox"
"35-44","unspecified","Island","mail"
"35-44","unspecified","Island","other"
"35-44","unspecified","Jefferson","dropbox"
"35-44","unspecified","Jefferson","mail"
"35-44","unspecified","Jefferson","other"
"35-44","unspecified","King","dropbox"
"35-44","unspecified","King","mail"
"35-44","unspecified","King","other"
"35-44","unspecified","Kitsap","dropbox"
"35-44","unspecified","Kitsap","mail"
"35-44","unspecified","Kitsap","other"
"35-44","unspecified","Kittitas","dropbox"
"35-44","unspecified","Kittitas","mail"
"35-44","unspecified","Kittitas","other"
"35-44","unspecified","Klickitat","dropbox"
"35-44","unspecified","Klickitat","mail"
"35-44","unspecified","Klickitat","other"
"35-44","unspecified","Lewis","dropbox"
"35-44","unspecified","Lewis","mail"
"35-44","unspecified","Lewis","other"
"35-44","unspecified","Lincoln","dropbox"
"35-44","unspecified","Lincoln","mail"
"35-44","unspecified","Lincoln","other"
"35-44","unspecified","Mason","dropbox"
"35-44","unspecified","Mason","mail"
"35-44","unspecified","Mason","other"
"35-44","unspecified","Okanogan","dropbox"
"35-44","unspecified","Okanogan","mail"
"35-44","unspecified","Okanogan","other"
"35-44","unspecified","Pacific","dropbox"
"35-44","unspecified","Pacific","mail"
"35-44","unspecified","Pacific","other"
"35-44","unspecified","Pend Oreille","dropbox"
"35-44","unspecified","Pend Oreille","mail"
"35-44","unspecified","Pend Oreille","other"
"35-44","unspecified","Pierce","dropbox"
"35-44","unspecified","Pierce","mail"
"35-44","unspecified","Pierce","other"
"35-44","unspecified","San Juan","dropbox"
"35-44","unspecified","San Juan","mail"
"35-44","unspecified","San Juan","other"
"35-44","unspecified","Skagit","dropbox"
"35-44","unspecified","Skagit","mail"
"35-44","unspecified","Skagit","other"
"35-44","unspecified","Skamania","dropbox"
"35-44","unspecified","Skamania","mail"
"35-44","unspecified","Skamania","other"
"35-44","unspecified","Snohomish","dropbox"
"35-44","unspecified","Snohomish","mail"
"35-44","unspecified","Snohomish","other"
"35-44","unspecified","Spokane","dropbox"
"35-44","unspecified","Spokane","mail"
"35-44","unspecified","Spokane","other"
"35-44","unspecified","Stevens","dropbox"
"35-44","unspecified","Stevens","mail"
"35-44","unspecified","Stevens","other"
"35-44","unspecified","Thurston","dropbox"
"35-44","unspecified","Thurston","mail"
"35-44","unspecified","Thurston","other"
"35-44","unspecified","Wahkiakum","dropbox"
"35-44","unspecified","Wahkiakum","mail"
"35-44","unspecified","Wahkiakum","other"
"35-44","unspecified","Walla Walla","dropbox"
"35-44","unspecified","Walla Walla","mail"
"35-44","unspecified","Walla Walla","other"
"35-44","unspecified","Whatcom","dropbox"
"35-44","unspecified","Whatcom","mail"
"35-44","unspecified","Whatcom","other"
"35-44","unspecified","Whitman","dropbox"
"35-44","unspecified","Whitman","mail"
"35-44","unspecified","Whitman","other"
"35-44","unspecified","Yakima","dropbox"
"35-44","unspecified","Yakima","mail"
"35-44","unspecified","Yakima","other"
"45-54","female","Adams","dropbox"
"45-54","female","Adams","mail"
"45-54","female","Adams","other"
"45-54","female","Asotin","dropbox"
"45-54","female","Asotin","mail"
"45-54","female","Asotin","other"
"45-54","female","Benton","dropbox"
"45-54","female","Benton","mail"
"45-54","female","Benton","other"
"45-54","female","Chelan","dropbox"
"45-54","female","Chelan","mail"
"45-54","female","Chelan","other"
"45-54","female","Clallam","dropbox"
"45-54","female","Clallam","mail"
"45-54","female","Clallam","other"
"45-54","female","Clark","dropbox"
"45-54","female","Clark","mail"
"45-54","female","Clark","other"
"45-54","female","Columbia","dropbox"
"45-54","female","Columbia","mail"
"45-54","female","Columbia","other"
"45-54","female","Cowlitz","dropbox"
"45-54","female","Cowlitz","mail"
"45-54","female","Cowlitz","other"
"45-54","female","Douglas","dropbox"
"45-54","female","Douglas","mail"
"45-54","female","Douglas","other"
"45-54","female","Ferry","dropbox"
"45-54","female","Ferry","mail"
"45-54","female","Ferry","other"
"45-54","female","Franklin","dropbox"
"45-54","female","Franklin","mail"
"45-54","female","Franklin","other"
"45-54","female","Garfield","dropbox"
"45-54","female","Garfield","mail"
"45-54","female","Garfield","other"
"45-54","female","Grant","dropbox"
"45-54","female","Grant","mail"
"45-54","female","Grant","other"
"45-54","female","Grays Harbor","dropbox"
"45-54","female","Grays Harbor","mail"
"45-54","female","Grays Harbor","other"
"45-54","female","Island","dropbox"
"45-54","female","Island","mail"
"45-54","female","Island","other"
"45-54","female","Jefferson","dropbox"
"45-54","female","Jefferson","mail"
"45-54","female","Jefferson","other"
"45-54","female","King","dropbox"
"45-54","female","King","mail"
"45-54","female","King","other"
"45-54","female","Kitsap","dropbox"
"45-54","female","Kitsap","mail"
"45-54","female","Kitsap","other"
"45-54","female","Kittitas","dropbox"
"45-54","female","Kittitas","mail"
"45-54","female","Kittitas","other"
"45-54","female","Klickitat","dropbox"
"45-54","female","Klickitat","mail"
"45-54","female","Klickitat","other"
"45-54","female","Lewis","dropbox"
"45-54","female","Lewis","mail"
"45-54","female","Lewis","other"
"45-54","female","Lincoln","dropbox"
"45-54","female","Lincoln","mail"
"45-54","female","Lincoln","other"
"45-54","female","Mason","dropbox"
"45-54","female","Mason","mail"
"45-54","female","Mason","other"
"45-54","female","Okanogan","dropbox"
"45-54","female","Okanogan","mail"
"45-54","female","Okanogan","other"
"45-54","female","Pacific","dropbox"
"45-54","female","Pacific","mail"
"45-54","female","Pacific","other"
"45-54","female","Pend Oreille","dropbox"
"45-54","female","Pend Oreille","mail"
"45-54","female","Pend Oreille","other"
"45-54","female","Pierce","dropbox"
"45-54","female","Pierce","mail"
"45-54","female","Pierce","other"
"45-54","female","San Juan","dropbox"
"45-54","female","San Juan","mail"
"45-54","female","San Juan","other"
"45-54","female","Skagit","dropbox"
"45-54","female","Skagit","mail"
"45-54","female","Skagit","other"
"45-54","female","Skamania","dropbox"
"45-54","female","Skamania","mail"
"45-54","female","Skamania","other"
"45-54","female","Snohomish","dropbox"
"45-54","female","Snohomish","mail"
"45-54","female","Snohomish","other"
"45-54","female","Spokane","dropbox"
"45-54","female","Spokane","mail"
"45-54","female","Spokane","other"
"45-54","female","Stevens","dropbox"
"45-54","female","Stevens","mail"
"45-54","female","Stevens","other"
"45-54","female","Thurston","dropbox"
"45-54","female","Thurston","mail"
"45-54","female","Thurston","other"
"45-54","female","Wahkiakum","dropbox"
"45-54","female","Wahkiakum","mail"
"45-54","female","Wahkiakum","other"
"45-54","female","Walla Walla","dropbox"
"45-54","female","Walla Walla","mail"
"45-54","female","Walla Walla","other"
"45-54","female","Whatcom","dropbox"
"45-54","female","Whatcom","mail"
"45-54","female","Whatcom","other"
"45-54","female","Whitman","dropbox"
"45-54","female","Whitman","mail"
"45-54","female","Whitman","other"
"45-54","female","Yakima","dropbox"
"45-54","female","Yakima","mail"
"45-54","female","Yakima","other"
"45-54","male","Adams","dropbox"
"45-54","male","Adams","mail"
"45-54","male","Adams","other"
"45-54","male","Asotin","dropbox"
"45-54","male","Asotin","mail"
"45-54","male","Asotin","other"
"45-54","male","Benton","dropbox"
"45-54","male","Benton","mail"
"45-54","male","Benton","other"
"45-54","male","Chelan","dropbox"
"45-54","male","Chelan","mail"
"45-54","male","Chelan","other"
"45-54","male","Clallam","dropbox"
"45-54","male","Clallam","mail"
"45-54","male","Clallam","other"
"45-54","male","Clark","dropbox"
"45-54","male","Clark","mail"
"45-54","male","Clark","other"
"45-54","male","Columbia","dropbox"
"45-54","male","Columbia","mail"
"45-54","male","Columbia","other"
"45-54","male","Cowlitz","dropbox"
"45-54","male","Cowlitz","mail"
"45-54","male","Cowlitz","other"
"45-54","male","Douglas","dropbox"
"45-54","male","Douglas","mail"
"45-54","male","Douglas","other"
"45-54","male","Ferry","dropbox"
"45-54","male","Ferry","mail"
"45-54","male","Ferry","other"
"45-54","male","Franklin","dropbox"
"45-54","male","Franklin","mail"
"45-54","male","Franklin","other"
"45-54","male","Garfield","dropbox"
"45-54","male","Garfield","mail"
"45-54","male","Garfield","other"
"45-54","male","Grant","dropbox"
"45-54","male","Grant","mail"
"45-54","male","Grant","other"
"45-54","male","Grays Harbor","dropbox"
"45-54","male","Grays Harbor","mail"
"45-54","male","Grays Harbor","other"
"45-54","male","Island","dropbox"
"45-54","male","Island","mail"
"45-54","male","Island","other"
"45-54","male","Jefferson","dropbox"
"45-54","male","Jefferson","mail"
"45-54","male","Jefferson","other"
"45-54","male","King","dropbox"
"45-54","male","King","mail"
"45-54","male","King","other"
"45-54","male","Kitsap","dropbox"
"45-54","male","Kitsap","mail"
"45-54","male","Kitsap","other"
"45-54","male","Kittitas","dropbox"
"45-54","male","Kittitas","mail"
"45-54","male","Kittitas","other"
"45-54","male","Klickitat","dropbox"
"45-54","male","Klickitat","mail"
"45-54","male","Klickitat","other"
"45-54","male","Lewis","dropbox"
"45-54","male","Lewis","mail"
"45-54","male","Lewis","other"
"45-54","male","Lincoln","dropbox"
"45-54","male","Lincoln","mail"
"45-54","male","Lincoln","other"
"45-54","male","Mason","dropbox"
"45-54","male","Mason","mail"
"45-54","male","Mason","other"
"45-54","male","Okanogan","dropbox"
"45-54","male","Okanogan","mail"
"45-54","male","Okanogan","other"
"45-54","male","Pacific","dropbox"
"45-54","male","Pacific","mail"
"45-54","male","Pacific","other"
"45-54","male","Pend Oreille","dropbox"
"45-54","male","Pend Oreille","mail"
"45-54","male","Pend Oreille","other"
"45-54","male","Pierce","dropbox"
"45-54","male","Pierce","mail"
"45-54","male","Pierce","other"
"45-54","male","San Juan","dropbox"
"45-54","male","San Juan","mail"
"45-54","male","San Juan","other"
"45-54","male","Skagit","dropbox"
"45-54","male","Skagit","mail"
"45-54","male","Skagit","other"
"45-54","male","Skamania","dropbox"
"45-54","male","Skamania","mail"
"45-54","male","Skamania","other"
"45-54","male","Snohomish","dropbox"
"45-54","male","Snohomish","mail"
"45-54","male","Snohomish","other"
"45-54","male","Spokane","dropbox"
"45-54","male","Spokane","mail"
"45-54","male","Spokane","other"
"45-54","male","Stevens","dropbox"
"45-54","male","Stevens","mail"
"45-54","male","Stevens","other"
"45-54","male","Thurston","dropbox"
"45-54","male","Thurston","mail"
"45-54","male","Thurston","other"
"45-54","male","Wahkiakum","dropbox"
"45-54","male","Wahkiakum","mail"
"45-54","male","Wahkiakum","other"
"45-54","male","Walla Walla","dropbox"
"45-54","male","Walla Walla","mail"
"45-54","male","Walla Walla","other"
"45-54","male","Whatcom","dropbox"
"45-54","male","Whatcom","mail"
"45-54","male","Whatcom","other"
"45-54","male","Whitman","dropbox"
"45-54","male","Whitman","mail"
"45-54","male","Whitman","other"
"45-54","male","Yakima","dropbox"
"45-54","male","Yakima","mail"
"45-54","male","Yakima","other"
"45-54","unspecified","Adams","dropbox"
"45-54","unspecified","Adams","mail"
"45-54","unspecified","Adams","other"
"45-54","unspecified","Asotin","dropbox"
"45-54","unspecified","Asotin","mail"
"45-54","unspecified","Asotin","other"
"45-54","unspecified","Benton","dropbox"
"45-54","unspecified","Benton","mail"
"45-54","unspecified","Benton","other"
"45-54","unspecified","Chelan","dropbox"
"45-54","unspecified","Chelan","mail"
"45-54","unspecified","Chelan","other"
"45-54","unspecified","Clallam","dropbox"
"45-54","unspecified","Clallam","mail"
"45-54","unspecified","Clallam","other"
"45-54","unspecified","Clark","dropbox"
"45-54","unspecified","Clark","mail"
"45-54","unspecified","Clark","other"
"45-54","unspecified","Columbia","dropbox"
"45-54","unspecified","Columbia","mail"
"45-54","unspecified","Columbia","other"
"45-54","unspecified","Cowlitz","dropbox"
"45-54","unspecified","Cowlitz","mail"
"45-54","unspecified","Cowlitz","other"
"45-54","unspecified","Douglas","dropbox"
"45-54","unspecified","Douglas","mail"
"45-54","unspecified","Douglas","other"
"45-54","unspecified","Ferry","dropbox"
"45-54","unspecified","Ferry","mail"
"45-54","unspecified","Ferry","other"
"45-54","unspecified","Franklin","dropbox"
"45-54","unspecified","Franklin","mail"
"45-54","unspecified","Franklin","other"
"45-54","unspecified","Garfield","dropbox"
"45-54","unspecified","Garfield","mail"
"45-54","unspecified","Garfield","other"
"45-54","unspecified","Grant","dropbox"
"45-54","unspecified","Grant","mail"
"45-54","unspecified","Grant","other"
"45-54","unspecified","Grays Harbor","dropbox"
"45-54","unspecified","Grays Harbor","mail"
"45-54","unspecified","Grays Harbor","other"
"45-54","unspecified","Island","dropbox"
"45-54","unspecified","Island","mail"
"45-54","unspecified","Island","other"
"45-54","unspecified","Jefferson","dropbox"
"45-54","unspecified","Jefferson","mail"
"45-54","unspecified","Jefferson","other"
"45-54","unspecified","King","dropbox"
"45-54","unspecified","King","mail"
"45-54","unspecified","King","other"
"45-54","unspecified","Kitsap","dropbox"
"45-54","unspecified","Kitsap","mail"
"45-54","unspecified","Kitsap","other"
"45-54","unspecified","Kittitas","dropbox"
"45-54","unspecified","Kittitas","mail"
"45-54","unspecified","Kittitas","other"
"45-54","unspecified","Klickitat","dropbox"
"45-54","unspecified","Klickitat","mail"
"45-54","unspecified","Klickitat","other"
"45-54","unspecified","Lewis","dropbox"
"45-54","unspecified","Lewis","mail"
"45-54","unspecified","Lewis","other"
"45-54","unspecified","Lincoln","dropbox"
"45-54","unspecified","Lincoln","mail"
"45-54","unspecified","Lincoln","other"
"45-54","unspecified","Mason","dropbox"
"45-54","unspecified","Mason","mail"
"45-54","unspecified","Mason","other"
"45-54","unspecified","Okanogan","dropbox"
"45-54","unspecified","Okanogan","mail"
"45-54","unspecified","Okanogan","other"
"45-54","unspecified","Pacific","dropbox"
"45-54","unspecified","Pacific","mail"
"45-54","unspecified","Pacific","other"
"45-54","unspecified","Pend Oreille","dropbox"
"45-54","unspecified","Pend Oreille","mail"
"45-54","unspecified","Pend Oreille","other"
"45-54","unspecified","Pierce","dropbox"
"45-54","unspecified","Pierce","mail"
"45-54","unspecified","Pierce","other"
"45-54","unspecified","San Juan","dropbox"
"45-54","unspecified","San Juan","mail"
"45-54","unspecified","San Juan","other"
"45-54","unspecified","Skagit","dropbox"
"45-54","unspecified","Skagit","mail"
"45-54","unspecified","Skagit","other"
"45-54","unspecified","Skamania","dropbox"
"45-54","unspecified","Skamania","mail"
"45-54","unspecified","Skamania","other"
"45-54","unspecified","Snohomish","dropbox"
"45-54","unspecified","Snohomish","mail"
"45-54","unspecified","Snohomish","other"
"45-54","unspecified","Spokane","dropbox"
"45-54","unspecified","Spokane","mail"
"45-54","unspecified","Spokane","other"
"45-54","unspecified","Stevens","dropbox"
"45-54","unspecified","Stevens","mail"
"45-54","unspecified","Stevens","other"
"45-54","unspecified","Thurston","dropbox"
"45-54","unspecified","Thurston","mail"
"45-54","unspecified","Thurston","other"
"45-54","unspecified","Wahkiakum","dropbox"
"45-54","unspecified","Wahkiakum","mail"
"45-54","unspecified","Wahkiakum","other"
"45-54","unspecified","Walla Walla","dropbox"
"45-54","unspecified","Walla Walla","mail"
"45-54","unspecified","Walla Walla","other"
"45-54","unspecified","Whatcom","dropbox"
"45-54","unspecified","Whatcom","mail"
"45-54","unspecified","Whatcom","other"
"45-54","unspecified","Whitman","dropbox"
"45-54","unspecified","Whitman","mail"
"45-54","unspecified","Whitman","other"
"45-54","unspecified","Yakima","dropbox"
"45-54","unspecified","Yakima","mail"
"45-54","unspecified","Yakima","other"
"55-64","female","Adams","dropbox"
"55-64","female","Adams","mail"
"55-64","female","Adams","other"
"55-64","female","Asotin","dropbox"
"55-64","female","Asotin","mail"
"55-64","female","Asotin","other"
"55-64","female","Benton","dropbox"
"55-64","female","Benton","mail"
"55-64","female","Benton","other"
"55-64","female","Chelan","dropbox"
"55-64","female","Chelan","mail"
"55-64","female","Chelan","other"
"55-64","female","Clallam","dropbox"
"55-64","female","Clallam","mail"
"55-64","female","Clallam","other"
"55-64","female","Clark","dropbox"
"55-64","female","Clark","mail"
"55-64","female","Clark","other"
"55-64","female","Columbia","dropbox"
"55-64","female","Columbia","mail"
"55-64","female","Columbia","other"
"55-64","female","Cowlitz","dropbox"
"55-64","female","Cowlitz","mail"
"55-64","female","Cowlitz","other"
"55-64","female","Douglas","dropbox"
"55-64","female","Douglas","mail"
"55-64","female","Douglas","other"
"55-64","female","Ferry","dropbox"
"55-64","female","Ferry","mail"
"55-64","female","Ferry","other"
"55-64","female","Franklin","dropbox"
"55-64","female","Franklin","mail"
"55-64","female","Franklin","other"
"55-64","female","Garfield","dropbox"
"55-64","female","Garfield","mail"
"55-64","female","Garfield","other"
"55-64","female","Grant","dropbox"
"55-64","female","Grant","mail"
"55-64","female","Grant","other"
"55-64","female","Grays Harbor","dropbox"
"55-64","female","Grays Harbor","mail"
"55-64","female","Grays Harbor","other"
"55-64","female","Island","dropbox"
"55-64","female","Island","mail"
"55-64","female","Island","other"
"55-64","female","Jefferson","dropbox"
"55-64","female","Jefferson","mail"
"55-64","female","Jefferson","other"
"55-64","female","King","dropbox"
"55-64","female","King","mail"
"55-64","female","King","other"
"55-64","female","Kitsap","dropbox"
"55-64","female","Kitsap","mail"
"55-64","female","Kitsap","other"
"55-64","female","Kittitas","dropbox"
"55-64","female","Kittitas","mail"
"55-64","female","Kittitas","other"
"55-64","female","Klickitat","dropbox"
"55-64","female","Klickitat","mail"
"55-64","female","Klickitat","other"
"55-64","female","Lewis","dropbox"
"55-64","female","Lewis","mail"
"55-64","female","Lewis","other"
"55-64","female","Lincoln","dropbox"
"55-64","female","Lincoln","mail"
"55-64","female","Lincoln","other"
"55-64","female","Mason","dropbox"
"55-64","female","Mason","mail"
"55-64","female","Mason","other"
"55-64","female","Okanogan","dropbox"
"55-64","female","Okanogan","mail"
"55-64","female","Okanogan","other"
"55-64","female","Pacific","dropbox"
"55-64","female","Pacific","mail"
"55-64","female","Pacific","other"
"55-64","female","Pend Oreille","dropbox"
"55-64","female","Pend Oreille","mail"
"55-64","female","Pend Oreille","other"
"55-64","female","Pierce","dropbox"
"55-64","female","Pierce","mail"
"55-64","female","Pierce","other"
"55-64","female","San Juan","dropbox"
"55-64","female","San Juan","mail"
"55-64","female","San Juan","other"
"55-64","female","Skagit","dropbox"
"55-64","female","Skagit","mail"
"55-64","female","Skagit","other"
"55-64","female","Skamania","dropbox"
"55-64","female","Skamania","mail"
"55-64","female","Skamania","other"
"55-64","female","Snohomish","dropbox"
"55-64","female","Snohomish","mail"
"55-64","female","Snohomish","other"
"55-64","female","Spokane","dropbox"
"55-64","female","Spokane","mail"
"55-64","female","Spokane","other"
"55-64","female","Stevens","dropbox"
"55-64","female","Stevens","mail"
"55-64","female","Stevens","other"
"55-64","female","Thurston","dropbox"
"55-64","female","Thurston","mail"
"55-64","female","Thurston","other"
"55-64","female","Wahkiakum","dropbox"
"55-64","female","Wahkiakum","mail"
"55-64","female","Wahkiakum","other"
"55-64","female","Walla Walla","dropbox"
"55-64","female","Walla Walla","mail"
"55-64","female","Walla Walla","other"
"55-64","female","Whatcom","dropbox"
"55-64","female","Whatcom","mail"
"55-64","female","Whatcom","other"
"55-64","female","Whitman","dropbox"
"55-64","female","Whitman","mail"
"55-64","female","Whitman","other"
"55-64","female","Yakima","dropbox"
"55-64","female","Yakima","mail"
"55-64","female","Yakima","other"
"55-64","male","Adams","dropbox"
"55-64","male","Adams","mail"
"55-64","male","Adams","other"
"55-64","male","Asotin","dropbox"
"55-64","male","Asotin","mail"
"55-64","male","Asotin","other"
"55-64","male","Benton","dropbox"
"55-64","male","Benton","mail"
"55-64","male","Benton","other"
"55-64","male","Chelan","dropbox"
"55-64","male","Chelan","mail"
"55-64","male","Chelan","other"
"55-64","male","Clallam","dropbox"
"55-64","male","Clallam","mail"
"55-64","male","Clallam","other"
"55-64","male","Clark","dropbox"
"55-64","male","Clark","mail"
"55-64","male","Clark","other"
"55-64","male","Columbia","dropbox"
"55-64","male","Columbia","mail"
"55-64","male","Columbia","other"
"55-64","male","Cowlitz","dropbox"
"55-64","male","Cowlitz","mail"
"55-64","male","Cowlitz","other"
"55-64","male","Douglas","dropbox"
"55-64","male","Douglas","mail"
"55-64","male","Douglas","other"
"55-64","male","Ferry","dropbox"
"55-64","male","Ferry","mail"
"55-64","male","Ferry","other"
"55-64","male","Franklin","dropbox"
"55-64","male","Franklin","mail"
"55-64","male","Franklin","other"
"55-64","male","Garfield","dropbox"
"55-64","male","Garfield","mail"
"55-64","male","Garfield","other"
"55-64","male","Grant","dropbox"
"55-64","male","Grant","mail"
"55-64","male","Grant","other"
"55-64","male","Grays Harbor","dropbox"
"55-64","male","Grays Harbor","mail"
"55-64","male","Grays Harbor","other"
"55-64","male","Island","dropbox"
"55-64","male","Island","mail"
"55-64","male","Island","other"
"55-64","male","Jefferson","dropbox"
"55-64","male","Jefferson","mail"
"55-64","male","Jefferson","other"
"55-64","male","King","dropbox"
"55-64","male","King","mail"
"55-64","male","King","other"
"55-64","male","Kitsap","dropbox"
"55-64","male","Kitsap","mail"
"55-64","male","Kitsap","other"
"55-64","male","Kittitas","dropbox"
"55-64","male","Kittitas","mail"
"55-64","male","Kittitas","other"
"55-64","male","Klickitat","dropbox"
"55-64","male","Klickitat","mail"
"55-64","male","Klickitat","other"
"55-64","male","Lewis","dropbox"
"55-64","male","Lewis","mail"
"55-64","male","Lewis","other"
"55-64","male","Lincoln","dropbox"
"55-64","male","Lincoln","mail"
"55-64","male","Lincoln","other"
"55-64","male","Mason","dropbox"
"55-64","male","Mason","mail"
"55-64","male","Mason","other"
"55-64","male","Okanogan","dropbox"
"55-64","male","Okanogan","mail"
"55-64","male","Okanogan","other"
"55-64","male","Pacific","dropbox"
"55-64","male","Pacific","mail"
"55-64","male","Pacific","other"
"55-64","male","Pend Oreille","dropbox"
