"voter_id","county","age","gender"
"1381","King","45-54","Female"
"1382","Mason","45-54","Female"
"1383","Pierce","25-34","Female"
"1384","Chelan","55-64","Female"
"1385","King","25-34","Male"
"1386","Snohomish","55-64","Male"
"1387","Franklin","45-54","Male"
"1388","Snohomish","25-34","Male"
"1389","King","25-34","Female"
"1390","King","45-54","Unknown/Other"
"1391","Spokane","25-34","Female"
"1392","Clark","65 and over","Male"
"1393","Pierce","35-44","Female"
"1394","King","25-34","Male"
"1395","Spokane","55-64","Male"
"1396","King","18-24","Male"
"1397","Whatcom","55-64","Female"
"1398","King","25-34","Male"
"1399","Clark","45-54","Female"
"1400","Clark","35-44","Female"
"1401","Spokane","35-44","Male"
"1402","Pierce","35-44","Female"
"1403","King","35-44","Male"
"1404","Whatcom","35-44","Male"
"1405","Snohomish","18-24","Female"
"1406","King","25-34","Male"
"1407","Whatcom","18-24","Male"
"1408","Snohomish","55-64","Female"
"1409","King","45-54","Male"
"1410","King","45-54","Female"
"1411","Mason","55-64","Male"
"1412","King","35-44","Male"
"1413","Pierce","45-54","Male"
"1414","Spokane","55-64","Female"
"1415","Spokane","35-44","Female"
"1416","Grant","25-34","Female"
"1417","Pierce","45-54","Female"
"1418","King","18-24","Male"
"1419","Snohomish","65 and over","Male"
"1420","Pierce","25-34","Male"
"1421","Spokane","35-44","Male"
"1422","Benton","25-34","Male"
"1423","King","35-44","Female"
"1424","Yakima","25-34","Male"
"1425","Pierce","25-34","Male"
"1426","Clark","25-34","Male"
"1427","Lincoln","65 and over","Male"
"1428","Chelan","45-54","Female"
"1429","Clark","25-34","Male"
"1430","Walla Walla","25-34","Male"
"1431","Snohomish","35-44","Male"
"1432","King","25-34","Female"
"1433","Snohomish","35-44","Male"
"1434","Pierce","18-24","Male"
"1435","Whatcom","65 and over","Male"
"1436","Snohomish","55-64","Male"
"1437","Clark","55-64","Female"
"1438","Spokane","55-64","Female"
"1439","King","25-34","Unknown/Other"
"1440","Snohomish","35-44","Male"
"1441","King","65 and over","Unknown/Other"
"1442","Pierce","55-64","Male"
"1443","Wahkiakum","65 and over","Female"
"1444","Franklin","65 and over","Female"
"1445","Whitman","45-54","Male"
"1446","King","65 and over","Female"
"1447","Spokane","55-64","Female"
"1448","Snohomish","45-54","Female"
"1449","King","45-54","Male"
"1450","King","18-24","Male"
"1451","Kitsap","65 and over","Female"
"1452","King","65 and over","Female"
"1453","King","25-34","Female"
"1454","Snohomish","55-64","Male"
"1455","Thurston","65 and over","Female"
"1456","Whatcom","45-54","Female"
"1457","King","55-64","Male"
"1458","Benton","25-34","Male"
"1459","Spokane","45-54","Male"
"1460","Cowlitz","35-44","Female"
"1461","Benton","65 and over","Female"
"1462","Mason","45-54","Male"
"1463","Clark","65 and over","Female"
"1464","Spokane","65 and over","Male"
"1465","Snohomish","65 and over","Male"
"1466","Grays Harbor","45-54","Female"
"1467","Lewis","35-44","Male"
"1468","Whatcom","65 and over","Female"
"1469","Mason","18-24","Male"
"1470","King","35-44","Female"
"1471","King","35-44","Female"
"1472","Clark","55-64","Male"
"1473","Yakima","65 and over","Male"
"1474","Spokane","55-64","Female"
"1475","King","35-44","Female"
"1476","Cowlitz","65 and over","Male"
"1477","Lewis","45-54","Female"
"1478","King","35-44","Female"
"1479","Clallam","45-54","Male"
"1480","King","55-64","Female"
"1481","Asotin","55-64","Male"
"1482","Grays Harbor","18-24","Male"
"1483","Clark","25-34","Female"
"1484","Yakima","45-54","Male"
"1485","King","35-44","Male"
"1486","Pierce","45-54","Female"
"1487","Asotin","25-34","Male"
"1488","King","55-64","Unknown/Other"
"1489","Snohomish","45-54","Male"
"1490","Benton","55-64","Female"
"1491","King","35-44","Female"
"1492","King","35-44","Female"
"1493","Snohomish","45-54","Male"
"1494","Spokane","35-44","Female"
"1495","Pierce","25-34","Unknown/Other"
"1496","King","18-24","Male"
"1497","Pierce","55-64","Female"
"1498","Benton","65 and over","Female"
"1499","Yakima","55-64","Male"
"1500","Snohomish","55-64","Female"
"1501","Adams","25-34","Female"
"1502","King","55-64","Male"
"1503","King","25-34","Female"
"1504","Columbia","25-34","Male"
"1505","Grays Harbor","18-24","Male"
"1506","Spokane","35-44","Female"
"1507","Skagit","45-54","Male"
"1508","King","65 and over","Female"
"1509","King","25-34","Male"
"1510","King","65 and over","Male"
"1511","Pierce","55-64","Male"
"1512","Whitman","45-54","Female"
"1513","Snohomish","55-64","Male"
"1514","Clark","65 and over","Female"
"1515","King","35-44","Male"
"1516","King","35-44","Male"
"1517","Snohomish","55-64","Male"
"1518","Whatcom","65 and over","Male"
"1519","Snohomish","45-54","Female"
"1520","Pierce","35-44","Male"
"1521","Spokane","35-44","Female"
"1522","Pierce","35-44","Male"
"1523","King","35-44","Male"
"1524","King","25-34","Female"
"1525","Snohomish","65 and over","Male"
"1526","Yakima","45-54","Male"
"1527","King","25-34","Male"
"1528","Cowlitz","45-54","Female"
"1529","Stevens","65 and over","Female"
"1530","King","65 and over","Male"
"1531","Pierce","55-64","Male"
"1532","Kittitas","25-34","Male"
"1533","King","65 and over","Male"
"1534","Spokane","25-34","Female"
"1535","King","35-44","Female"
"1536","Clark","35-44","Male"
"1537","King","45-54","Male"
"1538","Pierce","35-44","Male"
"1539","Snohomish","18-24","Female"
"1540","Pierce","65 and over","Male"
"1541","King","25-34","Male"
"1542","King","55-64","Unknown/Other"
"1543","Benton","18-24","Male"
"1544","Stevens","65 and over","Female"
"1545","Snohomish","65 and over","Female"
"1546","King","45-54","Female"
"1547","King","55-64","Unknown/Other"
"1548","King","45-54","Female"
"1549","Snohomish","35-44","Male"
"1550","Lewis","35-44","Female"
"1551","Clark","65 and over","Male"
"1552","Whatcom","55-64","Female"
"1553","King","35-44","Male"
"1554","Clallam","65 and over","Female"
"1555","King","65 and over","Male"
"1556","King","45-54","Male"
"1557","King","45-54","Female"
"1558","Spokane","45-54","Male"
"1559","King","35-44","Male"
"1560","Cowlitz","55-64","Female"
"1561","Snohomish","18-24","Male"
"1562","Thurston","55-64","Male"
"1563","Snohomish","55-64","Male"
"1564","Benton","65 and over","Male"
"1565","Grant","55-64","Female"
"1566","Island","18-24","Male"
"1567","Snohomish","18-24","Female"
"1568","Snohomish","35-44","Male"
"1569","Cowlitz","45-54","Female"
"1570","Clark","65 and over","Female"
"1571","Benton","45-54","Male"
"1572","King","55-64","Male"
"1573","Whatcom","25-34","Male"
"1574","Island","55-64","Female"
"1575","Clark","65 and over","Male"
"1576","Pierce","35-44","Female"
"1577","King","45-54","Female"
"1578","Kitsap","65 and over","Male"
"1579","King","25-34","Male"
"1580","Clark","65 and over","Male"
"1581","Spokane","45-54","Male"
"1582","King","45-54","Female"
"1583","King","65 and over","Male"
"1584","King","35-44","Female"
"1585","Snohomish","55-64","Male"
"1586","King","45-54","Male"
"1587","King","65 and over","Female"
"1588","Pierce","55-64","Female"
"1589","King","45-54","Male"
"1590","Mason","65 and over","Male"
"1591","King","25-34","Male"
"1592","Spokane","18-24","Female"
"1593","Cowlitz","55-64","Female"
"1594","Spokane","18-24","Female"
"1595","King","35-44","Male"
"1596","Grant","45-54","Male"
"1597","Spokane","45-54","Male"
"1598","King","55-64","Male"
"1599","King","45-54","Female"
"1600","King","35-44","Female"
"1601","Spokane","35-44","Female"
"1602","King","18-24","Male"
"1603","King","35-44","Female"
"1604","Pierce","18-24","Female"
"1605","Snohomish","25-34","Male"
"1606","Pierce","25-34","Male"
"1607","Island","65 and over","Male"
"1608","Thurston","45-54","Male"
"1609","King","18-24","Female"
"1610","Walla Walla","35-44","Female"
"1611","King","25-34","Male"
"1612","Spokane","18-24","Male"
"1613","King","65 and over","Male"
"1614","King","55-64","Female"
"1615","Pierce","25-34","Female"
"1616","Klickitat","55-64","Male"
"1617","King","25-34","Male"
"1618","King","35-44","Male"
"1619","King","45-54","Male"
"1620","King","55-64","Female"
"1621","Whatcom","25-34","Female"
"1622","Spokane","25-34","Male"
"1623","Pierce","25-34","Female"
"1624","Skamania","45-54","Male"
"1625","King","55-64","Male"
"1626","Pierce","55-64","Female"
"1627","Pierce","45-54","Male"
"1628","Cowlitz","55-64","Male"
"1629","Snohomish","35-44","Female"
"1630","Spokane","65 and over","Female"
"1631","Pierce","25-34","Female"
"1632","Snohomish","35-44","Female"
"1633","King","65 and over","Female"
"1634","King","55-64","Male"
"1635","King","45-54","Male"
"1636","Kittitas","65 and over","Male"
"1637","Pierce","25-34","Male"
"1638","Spokane","45-54","Male"
"1639","King","25-34","Male"
"1640","Clark","45-54","Female"
"1641","Kitsap","18-24","Female"
"1642","Grant","18-24","Female"
"1643","Clark","25-34","Male"
"1644","Pierce","18-24","Male"
"1645","Spokane","35-44","Female"
"1646","Pacific","65 and over","Male"
"1647","Yakima","55-64","Male"
"1648","Thurston","65 and over","Female"
"1649","Benton","35-44","Male"
"1650","Whatcom","65 and over","Female"
"1651","King","65 and over","Male"
"1652","King","55-64","Male"
"1653","Whatcom","45-54","Female"
"1654","Clark","55-64","Female"
"1655","Benton","25-34","Male"
"1656","King","55-64","Female"
"1657","Snohomish","65 and over","Male"
"1658","Snohomish","18-24","Female"
"1659","King","65 and over","Male"
"1660","Pierce","55-64","Male"
"1661","Lewis","55-64","Male"
"1662","Snohomish","25-34","Male"
"1663","Snohomish","25-34","Female"
"1664","Clark","25-34","Female"
"1665","Ferry","55-64","Female"
"1666","King","55-64","Female"
"1667","Thurston","35-44","Female"
"1668","King","45-54","Female"
"1669","Pierce","35-44","Male"
"1670","Jefferson","65 and over","Unknown/Other"
"1671","San Juan","65 and over","Male"
"1672","Snohomish","65 and over","Male"
"1673","Pierce","65 and over","Female"
"1674","Pierce","55-64","Female"
"1675","King","25-34","Female"
"1676","Snohomish","65 and over","Female"
"1677","Thurston","25-34","Female"
"1678","Snohomish","18-24","Male"
"1679","Mason","65 and over","Male"
"1680","Cowlitz","45-54","Female"
"1681","King","65 and over","Male"
"1682","Pierce","25-34","Male"
"1683","Spokane","45-54","Female"
"1684","Pierce","35-44","Male"
"1685","Spokane","25-34","Unknown/Other"
"1686","Clark","65 and over","Male"
"1687","Whatcom","25-34","Male"
"1688","Whatcom","65 and over","Female"
"1689","Clark","55-64","Unknown/Other"
"1690","King","25-34","Male"
"1691","Spokane","45-54","Male"
"1692","Snohomish","25-34","Female"
"1693","Klickitat","65 and over","Female"
"1694","King","25-34","Female"
"1695","Franklin","25-34","Male"
"1696","Snohomish","35-44","Female"
"1697","Pierce","45-54","Female"
"1698","Benton","65 and over","Female"
"1699","Spokane","65 and over","Male"
"1700","King","25-34","Female"
"1701","King","25-34","Female"
"1702","King","18-24","Female"
"1703","Pierce","65 and over","Female"
"1704","King","45-54","Male"
"1705","Chelan","65 and over","Male"
"1706","Clark","45-54","Female"
"1707","Snohomish","35-44","Male"
"1708","King","25-34","Female"
"1709","King","65 and over","Male"
"1710","King","18-24","Unknown/Other"
"1711","Whatcom","65 and over","Female"
"1712","Thurston","35-44","Male"
"1713","Okanogan","65 and over","Female"
"1714","Island","35-44","Female"
"1715","Whatcom","35-44","Male"
"1716","King","45-54","Male"
"1717","Cowlitz","45-54","Male"
"1718","King","18-24","Female"
"1719","Whatcom","25-34","Female"
"1720","Yakima","35-44","Male"
"1721","King","35-44","Male"
"1722","Spokane","35-44","Female"
"1723","King","25-34","Male"
"1724","Kitsap","65 and over","Male"
"1725","Pierce","35-44","Female"
"1726","Walla Walla","65 and over","Male"
"1727","Okanogan","35-44","Male"
"1728","Pierce","25-34","Female"
"1729","Cowlitz","65 and over","Female"
"1730","King","25-34","Female"
"1731","Grant","25-34","Female"
"1732","Skagit","35-44","Male"
"1733","Snohomish","18-24","Male"
"1734","Grant","65 and over","Male"
"1735","Benton","45-54","Female"
"1736","Pierce","18-24","Male"
"1737","Pierce","65 and over","Female"
"1738","Kitsap","65 and over","Male"
"1739","King","65 and over","Male"
"1740","Spokane","25-34","Female"
"1741","King","35-44","Female"
"1742","Lewis","35-44","Female"
"1743","Clark","35-44","Female"
"1744","Skagit","55-64","Female"
"1745","King","65 and over","Male"
"1746","Grant","65 and over","Female"
"1747","King","55-64","Male"
"1748","King","45-54","Female"
"1749","Thurston","65 and over","Female"
"1750","Snohomish","35-44","Female"
"1751","King","55-64","Male"
"1752","King","25-34","Unknown/Other"
"1753","King","25-34","Female"
"1754","Skagit","35-44","Male"
"1755","Pierce","25-34","Female"
"1756","Snohomish","55-64","Female"
"1757","Clark","55-64","Female"
"1758","Snohomish","65 and over","Male"
"1759","Whatcom","45-54","Female"
"1760","King","65 and over","Male"
"1761","Skagit","35-44","Female"
"1762","Whitman","45-54","Female"
"1763","King","35-44","Female"
"1764","Franklin","25-34","Male"
"1765","Cowlitz","65 and over","Female"
"1766","Pierce","25-34","Male"
"1767","Thurston","45-54","Male"
"1768","Spokane","45-54","Female"
"1769","Snohomish","65 and over","Female"
"1770","Kitsap","45-54","Female"
"1771","Pierce","18-24","Female"
"1772","Snohomish","25-34","Female"
"1773","Clallam","25-34","Female"
"1774","Clark","35-44","Male"
"1775","Whatcom","65 and over","Female"
"1776","Pierce","45-54","Female"
"1777","Snohomish","65 and over","Female"
"1778","Kitsap","55-64","Female"
"1779","Walla Walla","18-24","Female"
"1780","Snohomish","65 and over","Male"
"1781","King","65 and over","Male"
"1782","Kitsap","65 and over","Female"
"1783","Cowlitz","55-64","Male"
"1784","Pierce","18-24","Female"
"1785","King","55-64","Female"
"1786","Island","65 and over","Male"
"1787","King","55-64","Female"
"1788","Snohomish","18-24","Male"
"1789","Snohomish","35-44","Female"
"1790","Snohomish","35-44","Male"
"1791","Spokane","55-64","Female"
"1792","Clallam","65 and over","Female"
"1793","Mason","45-54","Female"
"1794","Pierce","25-34","Female"
"1795","Kitsap","25-34","Female"
"1796","Clark","55-64","Male"
"1797","Grant","35-44","Female"
"1798","Benton","25-34","Male"
"1799","Clark","55-64","Female"
"1800","Pierce","25-34","Male"
"1801","King","65 and over","Male"
"1802","Pierce","35-44","Female"
"1803","King","55-64","Female"
"1804","Snohomish","55-64","Male"
"1805","Thurston","45-54","Male"
"1806","Cowlitz","45-54","Female"
"1807","Clark","35-44","Male"
"1808","King","65 and over","Male"
"1809","King","25-34","Female"
"1810","Pierce","35-44","Male"
"1811","Benton","18-24","Female"
"1812","Snohomish","45-54","Female"
"1813","Pierce","65 and over","Female"
"1814","Thurston","35-44","Male"
"1815","Spokane","55-64","Male"
"1816","King","25-34","Male"
"1817","Snohomish","35-44","Female"
"1818","Okanogan","65 and over","Male"
"1819","King","18-24","Male"
"1820","Cowlitz","65 and over","Male"
"1821","Thurston","35-44","Female"
"1822","Island","65 and over","Male"
"1823","Spokane","65 and over","Female"
"1824","Pierce","25-34","Male"
"1825","King","18-24","Male"
"1826","Thurston","25-34","Male"
"1827","Franklin","45-54","Male"
"1828","Thurston","45-54","Male"
"1829","Whatcom","65 and over","Female"
"1830","Clark","25-34","Female"
"1831","Skagit","35-44","Female"
"1832","Spokane","45-54","Male"
"1833","Snohomish","35-44","Female"
"1834","Pierce","65 and over","Male"
"1835","Thurston","25-34","Male"
"1836","Pierce","45-54","Female"
"1837","Snohomish","35-44","Male"
"1838","Douglas","25-34","Male"
"1839","Spokane","25-34","Unknown/Other"
"1840","Kitsap","55-64","Female"
"1841","King","65 and over","Female"
"1842","King","45-54","Male"
"1843","Pierce","18-24","Female"
"1844","King","45-54","Female"
"1845","King","25-34","Male"
"1846","Spokane","65 and over","Female"
"1847","King","18-24","Female"
"1848","Spokane","45-54","Female"
"1849","Skagit","55-64","Female"
"1850","Snohomish","45-54","Male"
"1851","King","55-64","Female"
"1852","Skagit","65 and over","Male"
"1853","Clark","35-44","Female"
"1854","King","65 and over","Male"
"1855","King","55-64","Male"
"1856","Yakima","45-54","Female"
"1857","King","65 and over","Male"
"1858","Spokane","45-54","Male"
"1859","Clark","65 and over","Female"
"1860","King","45-54","Male"
"1861","Pierce","35-44","Female"
"1862","Spokane","55-64","Male"
"1863","King","35-44","Male"
"1864","Pierce","25-34","Female"
"1865","Snohomish","65 and over","Female"
"1866","King","65 and over","Unknown/Other"
"1867","Grays Harbor","65 and over","Female"
"1868","Benton","35-44","Female"
"1869","Benton","65 and over","Female"
"1870","Clark","45-54","Male"
"1871","Grays Harbor","55-64","Male"
"1872","Clark","65 and over","Female"
"1873","Clallam","35-44","Male"
"1874","Clark","35-44","Male"
"1875","Kitsap","18-24","Male"
"1876","King","35-44","Female"
"1877","Spokane","25-34","Unknown/Other"
"1878","King","65 and over","Male"
"1879","Pierce","45-54","Male"
"1880","Thurston","25-34","Female"
"1881","Snohomish","65 and over","Female"
"1882","Mason","18-24","Male"
"1883","Snohomish","55-64","Female"
"1884","Stevens","45-54","Male"
"1885","King","25-34","Male"
"1886","Yakima","35-44","Female"
"1887","Pierce","25-34","Male"
"1888","Whatcom","65 and over","Female"
"1889","Spokane","45-54","Female"
"1890","Snohomish","65 and over","Male"
"1891","King","55-64","Male"
"1892","Thurston","18-24","Female"
"1893","Skagit","65 and over","Female"
"1894","King","55-64","Female"
"1895","Ferry","55-64","Male"
"1896","Spokane","65 and over","Male"
"1897","Island","35-44","Female"
"1898","King","55-64","Female"
"1899","Clark","45-54","Male"
"1900","Douglas","18-24","Male"
"1901","Okanogan","65 and over","Female"
"1902","Yakima","25-34","Male"
"1903","King","45-54","Female"
"1904","Pierce","35-44","Female"
"1905","Kitsap","65 and over","Female"
"1906","King","25-34","Male"
"1907","Spokane","65 and over","Female"
"1908","Thurston","65 and over","Male"
"1909","Clark","18-24","Male"
"1910","Clark","65 and over","Female"
"1911","King","35-44","Male"
"1912","King","45-54","Male"
"1913","Whatcom","18-24","Female"
"1914","Kitsap","35-44","Male"
"1915","King","55-64","Unknown/Other"
"1916","Spokane","55-64","Male"
"1917","Whatcom","65 and over","Male"
"1918","King","65 and over","Female"
"1919","Clark","35-44","Female"
"1920","Cowlitz","65 and over","Female"
"1921","Spokane","55-64","Male"
"1922","King","18-24","Female"
"1923","Thurston","35-44","Male"
"1924","King","18-24","Male"
"1925","Pierce","25-34","Female"
"1926","Snohomish","25-34","Male"
"1927","Kitsap","45-54","Female"
"1928","Pierce","65 and over","Female"
"1929","King","35-44","Female"
"1930","King","55-64","Male"
"1931","Snohomish","65 and over","Female"
"1932","Cowlitz","65 and over","Male"
"1933","Benton","55-64","Male"
"1934","Snohomish","18-24","Female"
"1935","Spokane","35-44","Female"
"1936","Kitsap","35-44","Male"
"1937","Pierce","65 and over","Male"
"1938","Lewis","55-64","Female"
"1939","Pend Oreille","25-34","Female"
"1940","Snohomish","25-34","Female"
"1941","Kitsap","65 and over","Male"
"1942","Spokane","45-54","Male"
"1943","Island","35-44","Male"
"1944","Lewis","25-34","Male"
"1945","Kittitas","35-44","Male"
"1946","King","35-44","Female"
"1947","Thurston","25-34","Male"
"1948","Clark","65 and over","Male"
"1949","Pierce","55-64","Male"
"1950","King","35-44","Female"
"1951","King","65 and over","Male"
"1952","Thurston","45-54","Female"
"1953","King","65 and over","Female"
"1954","Whatcom","25-34","Male"
"1955","Snohomish","65 and over","Male"
"1956","Thurston","55-64","Female"
"1957","Benton","45-54","Male"
"1958","Thurston","65 and over","Unknown/Other"
"1959","King","35-44","Female"
"1960","Pierce","35-44","Female"
"1961","Walla Walla","18-24","Female"
"1962","Skagit","25-34","Male"
"1963","Snohomish","25-34","Female"
"1964","Benton","45-54","Female"
"1965","King","45-54","Male"
"1966","King","55-64","Female"
"1967","King","25-34","Female"
"1968","Kitsap","65 and over","Female"
"1969","Clark","25-34","Female"
"1970","Snohomish","55-64","Male"
"1971","King","25-34","Male"
"1972","Whatcom","65 and over","Female"
"1973","Pierce","35-44","Female"
"1974","Snohomish","25-34","Male"
"1975","Pierce","25-34","Female"
"1976","King","18-24","Female"
"1977","Snohomish","25-34","Female"
"1978","Cowlitz","65 and over","Male"
"1979","Snohomish","65 and over","Male"
"1980","Pierce","55-64","Female"
"1981","King","55-64","Female"
"1982","Benton","55-64","Male"
"1983","Clark","45-54","Female"
"1984","Pierce","65 and over","Female"
"1985","Clallam","55-64","Female"
"1986","King","25-34","Female"
"1987","Clark","25-34","Female"
"1988","Thurston","45-54","Male"
"1989","Snohomish","45-54","Male"
"1990","Kittitas","55-64","Male"
"1991","Pierce","25-34","Male"
"1992","King","25-34","Male"
"1993","Pierce","18-24","Male"
"1994","Skagit","18-24","Male"
"1995","Whatcom","25-34","Male"
"1996","Snohomish","35-44","Male"
"1997","Thurston","65 and over","Male"
"1998","Okanogan","65 and over","Male"
"1999","Yakima","65 and over","Male"
"2000","Clark","65 and over","Female"
"2001","Pierce","45-54","Male"
"2002","King","35-44","Female"
"2003","Spokane","35-44","Male"
"2004","Kitsap","35-44","Female"
"2005","King","35-44","Female"
"2006","Yakima","35-44","Female"
"2007","Pierce","55-64","Female"
"2008","Pierce","35-44","Male"
"2009","Pierce","45-54","Female"
"2010","King","18-24","Male"
"2011","Cowlitz","65 and over","Female"
"2012","Island","55-64","Male"
"2013","King","65 and over","Male"
"2014","Pierce","55-64","Female"
"2015","King","45-54","Male"
"2016","Cowlitz","45-54","Male"
"2017","King","25-34","Female"
"2018","Skamania","45-54","Male"
"2019","Pierce","65 and over","Female"
"2020","Skagit","35-44","Female"
"2021","Pierce","45-54","Male"
"2022","King","65 and over","Male"
"2023","Pierce","35-44","Female"
"2024","King","35-44","Male"
"2025","Clark","45-54","Male"
"2026","Snohomish","25-34","Female"
"2027","Mason","35-44","Male"
"2028","Grays Harbor","25-34","Male"
"2029","King","55-64","Female"
"2030","Pierce","65 and over","Male"
"2031","King","35-44","Female"
"2032","Kitsap","65 and over","Female"
"2033","Clark","25-34","Female"
"2034","Clark","45-54","Female"
"2035","King","55-64","Male"
"2036","Snohomish","45-54","Female"
"2037","King","45-54","Male"
"2038","Adams","65 and over","Male"
"2039","Pierce","45-54","Female"
"2040","Whatcom","55-64","Male"
"2041","Clark","65 and over","Male"
"2042","Thurston","45-54","Female"
"2043","Pierce","35-44","Female"
"2044","Clark","35-44","Male"
"2045","King","35-44","Male"
"2046","Kitsap","55-64","Female"
"2047","King","65 and over","Male"
"2048","Spokane","18-24","Female"
"2049","King","55-64","Male"
"2050","King","65 and over","Male"
"2051","King","45-54","Female"
"2052","Snohomish","45-54","Male"
"2053","Stevens","35-44","Female"
"2054","Spokane","35-44","Female"
"2055","Douglas","45-54","Male"
"2056","Benton","45-54","Male"
"2057","Snohomish","65 and over","Male"
"2058","King","55-64","Female"
"2059","King","25-34","Male"
"2060","King","35-44","Female"
"2061","Snohomish","18-24","Male"
"2062","Whatcom","55-64","Male"
"2063","King","55-64","Male"
"2064","King","25-34","Male"
"2065","King","45-54","Female"
"2066","Clark","35-44","Female"
"2067","Franklin","65 and over","Female"
"2068","King","18-24","Female"
"2069","Island","65 and over","Female"
"2070","Snohomish","55-64","Female"
"2071","King","45-54","Male"
"2072","King","55-64","Male"
"2073","Thurston","65 and over","Male"
"2074","Snohomish","35-44","Female"
"2075","Chelan","65 and over","Male"
"2076","Spokane","65 and over","Male"
"2077","Pierce","65 and over","Female"
"2078","King","35-44","Male"
"2079","Grays Harbor","65 and over","Female"
"2080","King","45-54","Female"
"2081","Clallam","65 and over","Female"
"2082","Pierce","45-54","Male"
"2083","King","65 and over","Male"
"2084","King","18-24","Male"
"2085","Skagit","55-64","Female"
"2086","Snohomish","65 and over","Unknown/Other"
"2087","King","18-24","Female"
"2088","Chelan","65 and over","Female"
"2089","Snohomish","45-54","Male"
"2090","King","35-44","Male"
"2091","Skagit","55-64","Male"
"2092","Clark","35-44","Male"
"2093","Spokane","55-64","Female"
"2094","Pierce","45-54","Female"
"2095","King","25-34","Male"
"2096","Skagit","18-24","Female"
"2097","Mason","25-34","Male"
"2098","King","65 and over","Female"
"2099","King","25-34","Unknown/Other"
"2100","Stevens","35-44","Male"
"2101","Snohomish","45-54","Male"
"2102","King","65 and over","Male"
"2103","Spokane","35-44","Female"
"2104","Thurston","45-54","Male"
"2105","Snohomish","25-34","Male"
"2106","Clark","35-44","Male"
"2107","Spokane","65 and over","Male"
"2108","Whatcom","25-34","Female"
"2109","Thurston","65 and over","Female"
"2110","Pierce","65 and over","Female"
"2111","Lewis","25-34","Female"
"2112","Clallam","45-54","Male"
"2113","Benton","18-24","Male"
"2114","Pierce","65 and over","Female"
"2115","Benton","35-44","Male"
"2116","Island","65 and over","Female"
"2117","Whatcom","35-44","Male"
"2118","King","35-44","Male"
"2119","King","45-54","Male"
"2120","Thurston","65 and over","Female"
"2121","King","65 and over","Female"
"2122","King","45-54","Unknown/Other"
"2123","Clallam","45-54","Female"
"2124","Clark","35-44","Female"
"2125","Pierce","25-34","Male"
"2126","King","55-64","Female"
"2127","Wahkiakum","25-34","Male"
"2128","Clark","45-54","Female"
"2129","Snohomish","35-44","Female"
"2130","Clark","45-54","Female"
"2131","Okanogan","25-34","Female"
"2132","Island","55-64","Male"
"2133","Kitsap","55-64","Female"
"2134","Spokane","45-54","Male"
"2135","Snohomish","65 and over","Male"
"2136","King","55-64","Male"
"2137","King","55-64","Male"
"2138","Clark","18-24","Male"
"2139","Pacific","55-64","Male"
"2140","King","35-44","Female"
"2141","King","25-34","Female"
"2142","Okanogan","18-24","Female"
"2143","Grays Harbor","25-34","Female"
"2144","Mason","65 and over","Female"
"2145","Grays Harbor","25-34","Male"
"2146","King","18-24","Female"
"2147","Kitsap","25-34","Male"
"2148","Snohomish","45-54","Unknown/Other"
"2149","Pierce","35-44","Female"
"2150","King","35-44","Female"
"2151","Okanogan","35-44","Male"
"2152","Walla Walla","18-24","Male"
"2153","Pierce","35-44","Female"
"2154","King","65 and over","Male"
"2155","Pierce","55-64","Female"
"2156","King","18-24","Male"
"2157","Whatcom","55-64","Male"
"2158","Stevens","55-64","Male"
"2159","King","35-44","Male"
"2160","Spokane","55-64","Male"
"2161","King","45-54","Male"
"2162","Spokane","18-24","Female"
"2163","Clark","65 and over","Male"
"2164","Thurston","65 and over","Female"
"2165","King","25-34","Female"
"2166","Snohomish","65 and over","Male"
"2167","Snohomish","55-64","Female"
"2168","Cowlitz","65 and over","Male"
"2169","Pierce","65 and over","Male"
"2170","King","65 and over","Female"
"2171","Spokane","35-44","Male"
"2172","Spokane","55-64","Male"
"2173","Snohomish","65 and over","Female"
"2174","King","35-44","Female"
"2175","Thurston","45-54","Male"
"2176","Snohomish","65 and over","Male"
"2177","King","35-44","Female"
"2178","King","18-24","Female"
"2179","Clark","45-54","Female"
"2180","King","18-24","Female"
"2181","Thurston","35-44","Female"
"2182","Snohomish","35-44","Male"
"2183","Whatcom","65 and over","Female"
"2184","Mason","55-64","Female"
"2185","Spokane","35-44","Male"
"2186","Clark","65 and over","Male"
"2187","Snohomish","65 and over","Female"
"2188","Yakima","18-24","Female"
"2189","Snohomish","55-64","Male"
"2190","Spokane","55-64","Male"
"2191","Pierce","35-44","Male"
"2192","King","25-34","Female"
"2193","King","65 and over","Unknown/Other"
"2194","King","25-34","Female"
"2195","Cowlitz","35-44","Male"
"2196","Snohomish","35-44","Male"
"2197","Pierce","65 and over","Male"
"2198","Island","55-64","Male"
"2199","Pierce","25-34","Male"
"2200","Snohomish","35-44","Male"
"2201","Clark","18-24","Female"
"2202","King","65 and over","Male"
"2203","Pierce","65 and over","Male"
"2204","King","55-64","Female"
"2205","Spokane","55-64","Female"
"2206","Skagit","45-54","Male"
"2207","Thurston","65 and over","Female"
"2208","King","25-34","Male"
"2209","Clark","18-24","Female"
"2210","Clark","55-64","Male"
"2211","Yakima","45-54","Unknown/Other"
"2212","Snohomish","55-64","Male"
"2213","King","25-34","Female"
"2214","Snohomish","55-64","Male"
"2215","Spokane","35-44","Female"
"2216","Whatcom","65 and over","Female"
"2217","Clark","25-34","Male"
"2218","King","45-54","Female"
